聚类种类,第一学年-次消费均价,第一学年-全年消费次数,第一学年-早餐消费次数,第一学年-中餐消费次数,第一学年-晚餐消费次数,第一学年-早餐消费均价,第一学年-中餐消费均价,第一学年-晚餐消费均价,第一学年-全年消费波动性,第一学年-日消费波动性,第一学年-最高值,第一学年-消费极差,第一学年-上四分位点,第一学年-下四分位点
1,860.3247863247864,585.0,166.0,213.0,206.0,451.9578313253012,1054.1784037558687,988.9563106796116,575.6786955673986,485.020995356251,5850.0,5700.0,1100.0,500.0
2,1011.8259023354565,471.0,139.0,165.0,167.0,623.5251798561151,1263.2727272727273,1086.5868263473053,612.7189536585698,492.971224595786,3600.0,3450.0,1200.0,712.5
2,823.3333333333334,303.0,134.0,96.0,73.0,661.7910447761194,1016.1458333333334,866.3013698630137,518.1110486766286,287.646438736448,4400.0,4280.0,1007.5,450.0
2,1005.8698884758364,538.0,137.0,217.0,184.0,488.978102189781,1242.3410138248848,1111.8478260869565,688.9387276859806,587.24140042759,4200.0,4100.0,1250.0,600.0
1,942.4193548387096,248.0,79.0,82.0,87.0,674.0506329113924,1075.3658536585365,1060.8045977011495,541.922245416243,268.981194745147,6220.0,6120.0,1160.0,595.0
2,943.9024390243902,615.0,185.0,228.0,202.0,754.1621621621622,1046.622807017544,1001.7326732673267,566.5112407068755,499.33458196227,3200.0,3050.0,1100.0,650.0
3,1082.1246458923513,353.0,175.0,72.0,106.0,679.6,1470.8333333333333,1482.6415094339623,738.5979823568422,534.800123730866,7500.0,7350.0,1562.5,487.5
2,923.0722891566265,498.0,186.0,187.0,125.0,581.236559139785,1128.609625668449,1124.24,579.604775085762,426.777015044563,4310.0,4160.0,1200.0,550.0
2,945.3203342618384,718.0,277.0,229.0,212.0,601.4440433212997,1182.8384279475983,1138.066037735849,589.7717011837399,504.710886282409,3400.0,3300.0,1200.0,550.0
1,791.9437984496124,516.0,219.0,182.0,115.0,637.0776255707763,1060.0549450549452,662.5478260869565,557.1747196582528,427.532831330957,4750.0,4600.0,950.0,500.0
1,1094.9435028248588,531.0,173.0,179.0,179.0,774.5086705202312,1186.731843575419,1312.8491620111731,705.745618344594,616.717320087764,4500.0,4350.0,1300.0,700.0
2,950.0451263537906,554.0,146.0,210.0,198.0,495.17123287671234,1153.2380952380952,1069.949494949495,579.2242176454029,515.75394148049,2740.0,2590.0,1200.0,600.0
2,900.3911980440098,409.0,148.0,150.0,111.0,722.7027027027027,1001.2666666666667,1000.990990990991,533.9745545440984,382.612184127692,3520.0,3420.0,1200.0,600.0
1,1267.0657672849916,593.0,174.0,216.0,203.0,760.4597701149426,1398.5185185185185,1561.4285714285713,827.1476958569137,669.793172504756,5100.0,5040.0,1700.0,750.0
1,1293.3041958041958,572.0,178.0,199.0,195.0,824.2134831460675,1453.6180904522614,1557.8974358974358,904.3087594687673,673.146180366332,5800.0,5700.0,1800.0,700.0
2,1213.6027397260275,584.0,186.0,209.0,189.0,706.6666666666666,1409.090909090909,1496.3174603174602,760.6509165912364,667.458207891071,4180.0,4030.0,1500.0,650.0
1,1324.0877598152424,433.0,61.0,196.0,176.0,631.8032786885246,1315.7142857142858,1573.3522727272727,816.1322390086015,703.2012046638,4400.0,4250.0,1700.0,900.0
1,1148.5814360770578,571.0,179.0,189.0,203.0,854.245810055866,1320.1587301587301,1248.3743842364531,748.1022415700934,680.016944083347,4540.0,4390.0,1400.0,700.0
2,853.6531365313654,271.0,121.0,94.0,56.0,624.3801652892562,1072.7659574468084,981.25,448.3470853674181,326.584080457905,3000.0,2850.0,1000.0,600.0
1,782.625,560.0,214.0,132.0,214.0,659.1121495327103,863.1818181818181,856.4485981308411,585.8455368026375,450.492338870918,6100.0,6000.0,1000.0,400.0
1,649.0370370370371,135.0,71.0,34.0,30.0,435.9154929577465,921.7647058823529,844.3333333333334,319.1611424047227,140.86751766345,4800.0,4670.0,800.0,300.0
2,1087.6982591876208,517.0,161.0,198.0,158.0,740.3726708074535,1292.2727272727273,1185.253164556962,686.7808742328896,503.180555855712,3220.0,3120.0,1450.0,700.0
1,840.2312138728323,346.0,89.0,138.0,119.0,470.44943820224717,1052.391304347826,870.7563025210084,569.7008569162041,372.067024063949,5700.0,5600.0,1100.0,400.0
1,1311.7241379310344,377.0,165.0,156.0,56.0,966.969696969697,1741.7307692307693,1129.642857142857,957.0978399937078,647.47991268044,6600.0,6500.0,1500.0,600.0
1,885.3464285714285,280.0,147.0,78.0,55.0,582.9591836734694,1280.3846153846155,1133.3090909090909,553.1724377040019,344.396573509721,4850.0,4750.0,1060.0,500.0
2,852.64631043257,393.0,157.0,113.0,123.0,530.6369426751593,1030.1769911504425,1100.5691056910568,552.1328976155119,392.724536426301,3620.0,3520.0,1100.0,500.0
2,883.5604770017036,587.0,199.0,199.0,189.0,600.1005025125628,1002.3115577889447,1056.984126984127,543.4583545586976,471.774222503934,3400.0,3200.0,1000.0,600.0
1,1284.6679841897233,506.0,141.0,194.0,171.0,754.113475177305,1555.2061855670104,1415.2163742690059,835.5841493004381,700.316123639917,4800.0,4600.0,1800.0,800.0
2,919.5218295218295,481.0,110.0,187.0,184.0,536.7272727272727,1013.1016042780749,1053.2608695652175,557.4550537380679,479.988782560494,3100.0,3000.0,1100.0,600.0
1,813.7048665620094,637.0,151.0,247.0,239.0,484.03973509933775,927.004048582996,904.8953974895397,515.341775330986,465.377760433755,5000.0,4940.0,1000.0,550.0
1,1246.5501113585747,449.0,89.0,177.0,183.0,632.0224719101124,1318.7062146892656,1475.6284153005465,860.9788077049928,701.860574611259,5000.0,4900.0,1600.0,642.5
2,1323.125,368.0,111.0,133.0,124.0,1156.126126126126,1379.0225563909773,1412.6612903225807,766.2939048528877,571.659753984758,3600.0,3450.0,1665.0,925.0
1,964.7304347826087,575.0,188.0,215.0,172.0,455.4255319148936,1212.5581395348838,1211.6279069767443,680.2815729564236,545.911122597457,4880.0,4780.0,1200.0,500.0
2,993.6507936507936,126.0,46.0,43.0,37.0,597.8260869565217,1291.860465116279,1139.1891891891892,430.3481538799975,167.962838219842,4070.0,3970.0,1320.0,500.0
2,903.5038167938932,655.0,194.0,242.0,219.0,528.8917525773196,1050.1652892561983,1073.2876712328766,553.1885923678311,503.478223749284,3900.0,3800.0,1000.0,600.0
2,950.4828660436137,642.0,268.0,198.0,176.0,667.8358208955224,1168.3838383838383,1135.7386363636363,585.6224147086753,453.341530928626,3450.0,3350.0,1200.0,600.0
1,1323.3650793650793,630.0,231.0,221.0,178.0,1064.7619047619048,1563.8914027149322,1360.3370786516855,863.6747741976579,734.034912263693,5800.0,5700.0,1600.0,850.0
2,816.2706270627062,606.0,203.0,211.0,192.0,476.8472906403941,1013.8862559241707,957.96875,578.9564750763863,454.116559419316,3960.0,3860.0,1000.0,500.0
1,1486.4516129032259,403.0,73.0,168.0,162.0,763.5616438356165,1745.2380952380952,1543.8271604938273,951.7284543961124,796.681621385995,5400.0,5250.0,2000.0,800.0
1,1322.958762886598,582.0,118.0,244.0,220.0,718.9830508474577,1494.5081967213114,1456.6454545454546,890.1091968094669,843.951190810708,5960.0,5840.0,1700.0,800.0
1,1043.0483870967741,620.0,255.0,187.0,178.0,746.5490196078431,1262.4064171122996,1237.3595505617977,680.7928278162861,579.199289288901,5300.0,5200.0,1275.0,600.0
2,939.7410714285714,560.0,205.0,193.0,162.0,609.6829268292682,1118.7046632124352,1144.1975308641975,605.5863690694414,540.518009008036,3600.0,3500.0,1200.0,507.5
1,1029.5483870967741,186.0,43.0,67.0,76.0,662.5581395348837,1154.865671641791,1126.7105263157894,528.338389533663,287.607872594814,4700.0,4600.0,1400.0,500.0
2,1106.7162162162163,740.0,272.0,230.0,238.0,722.9044117647059,1367.695652173913,1293.1512605042017,703.726017337613,625.983084261871,3600.0,3450.0,1400.0,600.0
1,888.9241803278688,488.0,165.0,157.0,166.0,493.93939393939394,1071.3375796178343,1109.0060240963855,620.2274874115519,434.135359614495,4700.0,4600.0,1150.0,450.0
1,1199.3661971830986,497.0,123.0,194.0,180.0,913.69918699187,1287.4742268041236,1299.611111111111,759.2496998346272,526.748869856943,5760.0,5610.0,1450.0,850.0
2,723.6945812807882,406.0,134.0,136.0,136.0,395.67164179104475,903.5294117647059,867.0588235294117,474.4482475442617,345.632499291566,3450.0,3410.0,900.0,400.0
1,862.0293609671849,579.0,149.0,228.0,202.0,476.8456375838926,1047.4780701754387,936.8316831683169,584.1342328608158,461.298658018535,5405.0,5305.0,1000.0,500.0
1,918.9953271028037,428.0,127.0,148.0,153.0,695.2755905511812,992.4324324324324,1033.6601307189542,592.83702431561,420.172583864351,4750.0,4650.0,1000.0,600.0
1,974.6371490280777,463.0,153.0,172.0,138.0,676.40522875817,1152.610465116279,1083.463768115942,677.4595270702299,480.9972970581,6400.0,6340.0,1200.0,600.0
1,1417.2844827586207,232.0,64.0,79.0,89.0,951.25,1551.6455696202531,1633.1460674157304,808.9239325886145,442.132646671086,6400.0,6330.0,1950.0,700.0
1,886.7700729927008,548.0,158.0,204.0,186.0,521.9620253164557,1327.7941176470588,712.9569892473119,680.7429937131661,562.045699968042,5440.0,5290.0,1200.0,400.0
1,1015.0671834625323,387.0,123.0,119.0,145.0,839.1869918699186,1175.4621848739496,1032.6275862068965,649.4010632983035,507.476833059762,4430.0,4330.0,1187.5,650.0
2,1075.395537525355,493.0,147.0,157.0,189.0,663.9455782312925,1350.8917197452229,1166.5608465608466,704.2369505023022,580.765839198699,4000.0,3900.0,1400.0,600.0
1,825.810606060606,660.0,214.0,242.0,204.0,592.1728971962617,939.9586776859504,935.4901960784314,465.0727144861191,381.245282556172,5000.0,4850.0,1000.0,600.0
1,1019.720207253886,579.0,255.0,173.0,151.0,719.2549019607843,1334.0346820809248,1167.0198675496688,731.812922581578,584.640538213492,6200.0,6100.0,1100.0,600.0
1,724.1509433962265,371.0,129.0,123.0,119.0,431.3953488372093,993.170731707317,763.4453781512605,488.07626811232694,270.334126924452,5700.0,5550.0,850.0,450.0
1,1088.0,400.0,136.0,164.0,100.0,559.3382352941177,1398.4146341463415,1297.9,730.0790587363063,596.052073958362,4360.0,4260.0,1495.0,500.0
3,1139.2458100558658,358.0,80.0,158.0,120.0,656.0,1275.253164556962,1282.3333333333333,720.4442473165554,522.194093899578,7380.0,7080.0,1400.0,700.0
1,1223.46,500.0,210.0,159.0,131.0,809.1904761904761,1556.9811320754718,1482.7480916030534,813.0088505008491,632.345062255375,5100.0,4950.0,1600.0,700.0
1,1195.5877192982457,684.0,258.0,222.0,204.0,851.3255813953489,1430.1801801801803,1375.686274509804,780.6445101697807,673.293070705315,5100.0,4900.0,1550.0,750.0
2,816.0855263157895,608.0,130.0,249.0,229.0,497.3076923076923,930.0401606425703,873.1441048034934,428.8972279802523,406.390406899124,2130.0,2030.0,1000.0,700.0
1,1233.3156028368794,564.0,129.0,225.0,210.0,589.1472868217054,1456.2666666666667,1390.142857142857,855.9188397347951,665.534779665599,5600.0,5500.0,1800.0,700.0
2,689.438202247191,445.0,139.0,166.0,140.0,486.54676258992805,945.1204819277109,587.7142857142857,449.51557549089324,387.758514614803,3200.0,3050.0,900.0,400.0
2,699.0598290598291,234.0,88.0,80.0,66.0,455.45454545454544,816.5,881.5151515151515,382.225260415291,196.920745644734,3600.0,3500.0,900.0,400.0
2,822.3581314878893,578.0,228.0,205.0,145.0,541.109649122807,1105.0243902439024,864.9655172413793,517.2165251871048,430.987454950907,2950.0,2850.0,1100.0,500.0
2,913.255230125523,239.0,65.0,95.0,79.0,617.6923076923077,1000.8210526315789,1051.139240506329,502.5146609375749,262.721902886577,4300.0,4150.0,1200.0,462.5
2,1156.3194444444443,288.0,40.0,117.0,131.0,587.0,1172.991452991453,1315.2671755725191,634.8694582824166,347.96157514508,3350.0,3220.0,1410.0,800.0
1,1639.0215588723051,603.0,146.0,252.0,205.0,1089.86301369863,1878.015873015873,1736.341463414634,989.503292436379,915.125806388521,5080.0,4980.0,2067.5,1100.0
1,1007.406015037594,266.0,63.0,125.0,78.0,614.6031746031746,1242.56,947.8205128205128,608.0397616857024,401.593575943633,5350.0,5300.0,1260.0,500.0
3,1252.8794178794178,481.0,95.0,193.0,193.0,700.3157894736842,1378.8860103626944,1398.860103626943,807.1875937963417,686.283315416567,7700.0,7600.0,1500.0,950.0
1,1052.0,398.0,152.0,125.0,121.0,803.453947368421,1234.24,1175.9586776859503,639.7743140533877,510.473968440109,4650.0,4590.0,1250.0,700.0
1,1288.9083820662768,513.0,139.0,203.0,171.0,827.6258992805756,1432.6108374384237,1493.2748538011697,822.4849480999901,668.666094993175,4460.0,4310.0,1702.5,700.0
1,1002.9429530201343,298.0,113.0,120.0,65.0,608.2300884955753,1353.225,1042.4615384615386,636.2865539150423,408.839718385359,5700.0,5550.0,1300.0,500.0
1,1151.9952494061758,421.0,52.0,191.0,178.0,904.8076923076923,1171.9895287958116,1202.752808988764,705.6420614757848,637.912313151079,4490.0,4340.0,1400.0,800.0
2,1256.560546875,512.0,117.0,228.0,167.0,667.7692307692307,1456.6666666666667,1395.868263473054,780.8044738441191,699.070866474695,4100.0,3950.0,1650.0,800.0
2,972.3263888888889,576.0,210.0,206.0,160.0,717.952380952381,1182.2815533980583,1035.875,610.2416478480386,516.780393404783,3740.0,3640.0,1205.0,600.0
1,1285.6277056277056,462.0,155.0,153.0,154.0,770.3225806451613,1557.516339869281,1534.155844155844,838.2602360163016,633.157972983315,5500.0,5400.0,1800.0,700.0
1,1166.624203821656,314.0,61.0,118.0,135.0,667.3770491803278,1296.7796610169491,1278.4444444444443,754.9187167973589,501.960397980241,6200.0,6100.0,1500.0,600.0
1,956.2598425196851,254.0,80.0,98.0,76.0,528.5,1187.4489795918366,1108.421052631579,564.6270235336768,327.352517984226,5000.0,4900.0,1200.0,500.0
1,1063.785100286533,349.0,119.0,120.0,110.0,522.5210084033613,1361.6166666666666,1324.4272727272728,716.1419723658998,488.208918051877,5980.0,5880.0,1407.5,500.0
2,840.8045977011494,609.0,195.0,217.0,197.0,469.0769230769231,1069.032258064516,957.3604060913706,530.1559675080133,413.270233495303,4200.0,4100.0,1050.0,500.0
1,1430.6016949152543,472.0,101.0,188.0,183.0,724.059405940594,1525.5,1723.0601092896175,943.9699856055809,761.372976394614,5780.0,5630.0,1820.0,800.0
2,838.7381703470031,634.0,257.0,179.0,198.0,422.2568093385214,1148.491620111732,1099.2929292929293,552.1188615890411,496.816445718413,3630.0,3530.0,1100.0,420.0
2,982.2964169381107,614.0,132.0,246.0,236.0,519.5454545454545,1074.5528455284552,1144.957627118644,600.3089865731904,579.002122978122,3500.0,3400.0,1250.0,600.0
2,1181.7016317016316,429.0,38.0,175.0,216.0,619.7368421052631,1168.1714285714286,1291.5277777777778,767.268198432014,617.46311595138,4350.0,4250.0,1300.0,800.0
2,925.1610305958133,621.0,165.0,244.0,212.0,473.3030303030303,1062.9918032786886,1118.2075471698113,591.1216048017958,542.446850404406,3300.0,3250.0,1200.0,600.0
2,1049.1469387755103,490.0,112.0,210.0,168.0,550.7142857142857,1228.3904761904762,1157.3809523809523,690.7738310317061,554.46328139667,4400.0,4250.0,1340.0,600.0
2,903.4896988906497,631.0,152.0,243.0,236.0,495.9342105263158,1078.6831275720165,985.5932203389831,557.4416737887549,537.965649523729,3800.0,3740.0,1100.0,600.0
1,1012.3251028806584,486.0,98.0,206.0,182.0,604.2857142857143,1183.1553398058252,1038.6813186813188,647.5389911404427,557.721824209297,6200.0,6100.0,1200.0,700.0
2,845.3509933774834,755.0,253.0,253.0,249.0,382.92490118577075,1088.4189723320158,1068.2329317269077,549.1773924722401,503.772400566606,4200.0,4110.0,1000.0,400.0
2,1008.5843373493976,332.0,94.0,124.0,114.0,643.0851063829788,1039.3548387096773,1276.4912280701753,636.4862697941754,448.229232953935,3800.0,3700.0,1280.0,560.0
2,958.5555555555555,630.0,177.0,222.0,231.0,682.8248587570622,1087.0720720720722,1046.3203463203463,557.6370089544372,523.764986009461,3000.0,2900.0,1170.0,700.0
2,1089.5217391304348,414.0,87.0,163.0,164.0,683.3333333333334,1172.3435582822085,1222.6829268292684,684.2346249045933,549.312008743638,4150.0,3950.0,1300.0,700.0
2,839.2198581560284,423.0,119.0,177.0,127.0,486.1344537815126,1004.632768361582,939.5275590551181,540.7288995603593,403.290666574441,3840.0,3740.0,1027.5,500.0
1,659.9089529590289,659.0,213.0,229.0,217.0,494.2723004694836,866.8995633187773,604.0552995391705,420.8246919976653,322.54392662517,5100.0,5000.0,800.0,450.0
1,1310.878787878788,330.0,46.0,125.0,159.0,815.0,1255.44,1497.9245283018868,769.3396390199675,590.861630615648,4400.0,4200.0,1600.0,800.0
2,793.2816229116945,419.0,140.0,163.0,116.0,622.6428571428571,871.8098159509202,888.8793103448276,488.6318386136285,362.410253414515,2820.0,2720.0,900.0,500.0
1,1152.0469798657718,596.0,118.0,240.0,238.0,658.8983050847457,1285.125,1262.3529411764705,705.7584228839503,703.131011537747,4500.0,4350.0,1300.0,1000.0
1,1094.4838160136287,587.0,144.0,233.0,210.0,671.1805555555555,1447.381974248927,993.2,733.8712400889331,616.925959315636,4800.0,4700.0,1300.0,650.0
2,1126.0328638497654,426.0,102.0,201.0,123.0,642.7450980392157,1444.8258706467661,1005.8536585365854,713.5629936631163,619.849096874759,4040.0,3940.0,1400.0,600.0
2,1003.1991051454139,447.0,158.0,155.0,134.0,808.7341772151899,1184.774193548387,1022.4626865671642,626.6999885562092,515.872815836416,2800.0,2700.0,1300.0,640.0
1,1113.549019607843,510.0,165.0,179.0,166.0,641.5757575757576,1192.2905027932961,1497.7710843373493,779.0167203242943,617.699254165215,4740.0,4640.0,1450.0,550.0
1,891.234458259325,563.0,226.0,202.0,135.0,509.5353982300885,1194.5544554455446,1076.3703703703704,664.1307374424689,554.906975681699,5700.0,5600.0,1150.0,450.0
2,866.7720706260033,623.0,117.0,252.0,254.0,416.0683760683761,1136.9801587301588,806.2992125984252,539.3238459827805,524.940961735059,3180.0,3080.0,1150.0,450.0
1,1169.3732970027247,367.0,61.0,212.0,94.0,779.344262295082,1385.5188679245282,935.0,728.9239398612731,619.704039631359,5560.0,5460.0,1440.0,700.0
1,1586.2925851703408,499.0,148.0,184.0,167.0,990.6081081081081,1885.9782608695652,1784.0119760479042,1043.7226404809114,777.766529696564,4720.0,4620.0,2100.0,900.0
2,961.0933572710951,557.0,179.0,193.0,185.0,709.3854748603352,1048.1865284974094,1113.7783783783784,608.1249250732409,544.868865177345,3950.0,3850.0,1200.0,600.0
2,845.5201342281879,298.0,176.0,78.0,44.0,693.2670454545455,1045.6410256410256,1099.7727272727273,516.2207970924926,334.127284505962,4100.0,4000.0,1000.0,450.0
1,1347.7151335311573,337.0,33.0,164.0,140.0,571.5151515151515,1428.1097560975609,1436.5,771.2915105254917,615.8582291945,5200.0,4950.0,1825.0,975.0
2,1119.6088019559902,409.0,123.0,163.0,123.0,670.9756097560976,1389.5092024539877,1210.5691056910568,682.5252559384778,508.309170878912,3300.0,3100.0,1500.0,600.0
2,1016.7063492063492,252.0,55.0,104.0,93.0,630.9090909090909,1192.0192307692307,1048.8172043010752,542.4598225798412,366.868235712345,3620.0,3470.0,1225.0,600.0
3,1999.611650485437,412.0,149.0,139.0,124.0,1389.3959731543623,2482.3021582733813,2191.7741935483873,1325.8479320144368,975.027724620295,7900.0,7800.0,2600.0,1050.0
2,765.9152542372881,590.0,185.0,189.0,216.0,527.3513513513514,1121.6402116402116,658.9814814814815,543.8210740731048,428.730865230799,2940.0,2840.0,1050.0,400.0
1,1302.5,264.0,86.0,90.0,88.0,780.4651162790698,1594.0,1514.5454545454545,790.1753421674822,454.189167137803,5600.0,5580.0,1800.0,600.0
3,901.1793611793612,407.0,203.0,90.0,114.0,737.0443349753695,1138.6666666666667,1005.9649122807018,592.6674118685668,419.83290598569,8150.0,8000.0,1072.5,550.0
2,1156.859296482412,199.0,116.0,48.0,35.0,1014.0086206896551,1211.25,1555.7142857142858,595.7537774324315,339.276605705892,3550.0,3450.0,1500.0,650.0
2,795.04,500.0,153.0,175.0,172.0,415.0326797385621,1013.2,911.1046511627907,509.4261475927201,426.604860971646,2900.0,2800.0,1070.0,400.0
2,759.9243856332703,529.0,145.0,188.0,196.0,407.0344827586207,913.0851063829788,874.0816326530612,501.2947634606914,387.56898985791,2850.0,2750.0,900.0,400.0
3,990.5479452054794,365.0,108.0,136.0,121.0,582.9629629629629,1297.0588235294117,1009.8347107438017,707.4838599038652,472.663609274574,9900.0,9800.0,1085.0,600.0
